2023,마라0035,cp2_bnu_47,3
2023,마라0035,cp2_bnu_55,11
2023,마라0035,cp2_bnu_56,3
2023,마라0035,cp2_bnu_94,3
2023,마라0036,cp2_bnu_94,0
2023,마라0037,cp2_bnu_46,0
2023,마라0037,cp2_bnu_47,3
2023,마라0037,cp2_bnu_55,9
2023,마라0037,cp2_bnu_56,3
2023,마라0041,cp2_bnu_35,3
2023,마라0041,cp2_bnu_42,0
2023,마라0041,cp2_bnu_47,3
2023,마라0041,cp2_bnu_55,3
2023,마라0041,cp2_bnu_91,3
2023,마라0041,cp2_bnu_94,0
2023,마라0042,cp2_bnu_35,3
2023,마라0042,cp2_bnu_46,3
2023,마라0042,cp2_bnu_55,0
2023,마라0042,cp2_bnu_85,3
2023,마라0043,cp2_bnu_35,3
2023,마라0043,cp2_bnu_55,0
2023,마라0043,cp2_bnu_56,0
2023,마라0043,cp2_bnu_85,0
2023,마라0043,cp2_bnu_94,3
2023,마라0044,cp2_bnu_07,0
2023,마라0045,cp2_bnu_47,0
2023,마라0045,cp2_bnu_56,0
2023,마라0046,cp2_bnu_10,3
2023,마라0046,cp2_bnu_42,0
2023,마라0046,cp2_bnu_55,0
2023,마라0046,cp2_bnu_72,0
2023,마라0046,cp2_bnu_75,0
2023,마라0046,cp2_bnu_86,3
2023,마라0046,cp2_bnu_87,0
2023,마라0046,cp2_bnu_94,3
2023,마라0046,cp2_bnu_95,0
2023,마라0047,cp2_bnu_47,4
2023,마라0047,cp2_bnu_85,0
2023,마라0047,cp2_bnu_91,0
2023,마라0047,cp2_bnu_94,0
2023,마라0048,cp2_bnu_47,5
2023,마라0048,cp2_bnu_90,0
2023,마라0049,cp2_bnu_23,0
2023,마라0049,cp2_bnu_42,3
2023,마라0049,cp2_bnu_46,5
2023,마라0049,cp2_bnu_47,8
2023,마라0049,cp2_bnu_49,3
2023,마라0049,cp2_bnu_56,3
2023,마라0049,cp2_bnu_68,3
2023,마라0049,cp2_bnu_72,0
2023,마라0049,cp2_bnu_91,3
2023,마라0049,cp2_bnu_94,0
2023,마라0050,cp2_bnu_10,3
2023,마라0050,cp2_bnu_35,0
2023,마라0050,cp2_bnu_46,0
2023,마라0050,cp2_bnu_47,0
2023,마라0050,cp2_bnu_56,3
2023,마라0050,cp2_bnu_94,3
2023,마라0051,cp2_bnu_46,3
2023,마라0051,cp2_bnu_47,3
2023,마라0051,cp2_bnu_85,3
2023,마라0051,cp2_bnu_91,0
2023,마라0051,cp2_bnu_94,5
2023,마라0052,cp2_bnu_46,0
2023,마라0052,cp2_bnu_47,0
2023,마라0052,cp2_bnu_73,0
2023,마라0052,cp2_bnu_94,0
2023,마라0055,cp2_bnu_18,3
2023,마라0055,cp2_bnu_25,3
2023,마라0055,cp2_bnu_27,0
2023,마라0055,cp2_bnu_31,8
2023,마라0055,cp2_bnu_34,0
2023,마라0055,cp2_bnu_41,5
2023,마라0055,cp2_bnu_42,11
2023,마라0055,cp2_bnu_45,5
2023,마라0055,cp2_bnu_46,5
2023,마라0055,cp2_bnu_47,26
2023,마라0055,cp2_bnu_49,5
2023,마라0055,cp2_bnu_55,5
2023,마라0055,cp2_bnu_56,70
2023,마라0055,cp2_bnu_58,5
2023,마라0055,cp2_bnu_59,0
2023,마라0055,cp2_bnu_62,0
2023,마라0055,cp2_bnu_68,14
2023,마라0055,cp2_bnu_70,3
2023,마라0055,cp2_bnu_71,0
2023,마라0055,cp2_bnu_72,14
2023,마라0055,cp2_bnu_73,0
2023,마라0055,cp2_bnu_74,0
2023,마라0055,cp2_bnu_75,5
2023,마라0055,cp2_bnu_84,3
2023,마라0055,cp2_bnu_85,11
2023,마라0055,cp2_bnu_87,3
2023,마라0055,cp2_bnu_91,5
2023,마라0055,cp2_bnu_94,5
2023,마라0055,cp2_bnu_95,5
2023,마라0055,cp2_bnu_96,12
2023,마라0056,cp2_bnu_13,3
2023,마라0056,cp2_bnu_25,19
2023,마라0056,cp2_bnu_31,196
2023,마라0056,cp2_bnu_34,3
2023,마라0056,cp2_bnu_38,0
2023,마라0056,cp2_bnu_42,31
2023,마라0056,cp2_bnu_45,0
2023,마라0056,cp2_bnu_47,3
2023,마라0056,cp2_bnu_52,3
2023,마라0056,cp2_bnu_56,0
2023,마라0056,cp2_bnu_71,3
2023,마라0056,cp2_bnu_72,4
2023,마라0056,cp2_bnu_75,30
2023,마라0059,cp2_bnu_20,3
2023,마라0059,cp2_bnu_24,0
2023,마라0059,cp2_bnu_25,3
2023,마라0059,cp2_bnu_31,19
2023,마라0059,cp2_bnu_42,0
2023,마라0059,cp2_bnu_52,3
2023,마라0059,cp2_bnu_65,3
2023,마라0059,cp2_bnu_75,3
2023,마라0060,cp2_bnu_10,3
2023,마라0060,cp2_bnu_25,0
2023,마라0060,cp2_bnu_31,20
2023,마라0060,cp2_bnu_34,0
2023,마라0060,cp2_bnu_41,0
2023,마라0060,cp2_bnu_42,3
2023,마라0060,cp2_bnu_46,3
2023,마라0060,cp2_bnu_47,5
2023,마라0060,cp2_bnu_56,11
2023,마라0060,cp2_bnu_68,0
2023,마라0060,cp2_bnu_70,3
2023,마라0060,cp2_bnu_72,0
2023,마라0060,cp2_bnu_74,0
2023,마라0060,cp2_bnu_75,0
2023,마라0060,cp2_bnu_86,0
2023,마라0060,cp2_bnu_90,3
2023,마라0060,cp2_bnu_94,3
2023,마라0061,cp2_bnu_25,10
2023,마라0061,cp2_bnu_31,37
2023,마라0061,cp2_bnu_42,10
2023,마라0061,cp2_bnu_47,3
2023,마라0061,cp2_bnu_56,0
2023,마라0061,cp2_bnu_72,0
2023,마라0061,cp2_bnu_75,12
2023,마라0061,cp2_bnu_94,3
2023,마라0062,cp2_bnu_35,0
2023,마라0062,cp2_bnu_41,3
2023,마라0062,cp2_bnu_55,3
2023,마라0062,cp2_bnu_56,5
2023,마라0062,cp2_bnu_94,0
2023,마라0063,cp2_bnu_31,6
2023,마라0063,cp2_bnu_46,3
2023,마라0063,cp2_bnu_55,0
2023,마라0063,cp2_bnu_56,0
2023,마라0075,cp2_bnu_47,0
2023,마라0075,cp2_bnu_56,3
2023,마라0075,cp2_bnu_63,0
2023,마라0075,cp2_bnu_94,3
2023,마라0076,cp2_bnu_10,3
2023,마라0076,cp2_bnu_29,0
2023,마라0076,cp2_bnu_34,0
2023,마라0076,cp2_bnu_46,3
2023,마라0076,cp2_bnu_47,3
2023,마라0076,cp2_bnu_49,3
2023,마라0076,cp2_bnu_56,5
2023,마라0076,cp2_bnu_91,0
2023,마라0077,cp2_bnu_94,3
2023,마라0079,cp2_bnu_10,0
2023,마라0079,cp2_bnu_31,0
2023,마라0079,cp2_bnu_38,3
2023,마라0079,cp2_bnu_45,3
2023,마라0079,cp2_bnu_47,0
2023,마라0079,cp2_bnu_55,3
2023,마라0079,cp2_bnu_56,5
2023,마라0079,cp2_bnu_94,0
2023,마라0080,cp2_bnu_10,0
2023,마라0080,cp2_bnu_42,3
2023,마라0080,cp2_bnu_55,3
2023,마라0080,cp2_bnu_56,0
2023,마라0080,cp2_bnu_68,0
2023,마라0085,cp2_bnu_46,0
2023,마라0085,cp2_bnu_47,0
2023,마라0085,cp2_bnu_56,11
2023,마라0085,cp2_bnu_85,3
2023,마라0085,cp2_bnu_94,0
2023,마라0086,cp2_bnu_01,0
2023,마라0086,cp2_bnu_46,3
2023,마라0086,cp2_bnu_47,3
2023,마라0086,cp2_bnu_52,3
2023,마라0086,cp2_bnu_56,20
2023,마라0086,cp2_bnu_72,0
2023,마라0086,cp2_bnu_85,0
2023,마라0086,cp2_bnu_90,3
2023,마라0086,cp2_bnu_91,3
2023,마라0086,cp2_bnu_94,0
2023,마라0088,cp2_bnu_16,3
2023,마라0088,cp2_bnu_25,45
2023,마라0088,cp2_bnu_28,3
2023,마라0088,cp2_bnu_29,7
2023,마라0088,cp2_bnu_31,3
2023,마라0088,cp2_bnu_34,0
2023,마라0088,cp2_bnu_47,4
2023,마라0088,cp2_bnu_56,5
2023,마라0088,cp2_bnu_64,3
2023,마라0088,cp2_bnu_65,0
2023,마라0088,cp2_bnu_66,0
2023,마라0088,cp2_bnu_72,0
2023,마라0088,cp2_bnu_74,3
2023,마라0088,cp2_bnu_75,4
2023,마라0088,cp2_bnu_94,0
2023,마라0088,cp2_bnu_96,0
2023,마라0089,cp2_bnu_23,0
2023,마라0089,cp2_bnu_24,3
2023,마라0089,cp2_bnu_25,29
2023,마라0089,cp2_bnu_29,3
2023,마라0089,cp2_bnu_49,0
2023,마라0089,cp2_bnu_56,3
2023,마라0089,cp2_bnu_94,0
2023,마라0090,cp2_bnu_23,0
2023,마라0090,cp2_bnu_24,11
2023,마라0090,cp2_bnu_25,5
2023,마라0090,cp2_bnu_27,0
2023,마라0090,cp2_bnu_28,0
2023,마라0090,cp2_bnu_29,0
2023,마라0090,cp2_bnu_31,0
2023,마라0090,cp2_bnu_34,3
2023,마라0090,cp2_bnu_42,5
2023,마라0090,cp2_bnu_46,0
2023,마라0090,cp2_bnu_49,3
2023,마라0090,cp2_bnu_52,3
2023,마라0090,cp2_bnu_56,0
2023,마라0090,cp2_bnu_72,3
2023,마라0090,cp2_bnu_74,3
2023,마라0090,cp2_bnu_75,3
2023,마라0090,cp2_bnu_94,0
2023,마라0091,cp2_bnu_10,3
2023,마라0091,cp2_bnu_13,0
2023,마라0091,cp2_bnu_14,3
2023,마라0091,cp2_bnu_16,0
2023,마라0091,cp2_bnu_17,0
2023,마라0091,cp2_bnu_18,8
2023,마라0091,cp2_bnu_20,5
2023,마라0091,cp2_bnu_22,5
2023,마라0091,cp2_bnu_23,3
2023,마라0091,cp2_bnu_24,8
2023,마라0091,cp2_bnu_25,266
2023,마라0091,cp2_bnu_26,11
2023,마라0091,cp2_bnu_27,17
2023,마라0091,cp2_bnu_28,21
2023,마라0091,cp2_bnu_29,115
2023,마라0091,cp2_bnu_30,33
2023,마라0091,cp2_bnu_31,11
2023,마라0091,cp2_bnu_32,0
2023,마라0091,cp2_bnu_33,3
2023,마라0091,cp2_bnu_34,8
2023,마라0091,cp2_bnu_35,3
2023,마라0091,cp2_bnu_38,0
2023,마라0091,cp2_bnu_41,5
2023,마라0091,cp2_bnu_42,17
2023,마라0091,cp2_bnu_45,18
2023,마라0091,cp2_bnu_46,63
2023,마라0091,cp2_bnu_47,20
2023,마라0091,cp2_bnu_49,5
2023,마라0091,cp2_bnu_52,5
2023,마라0091,cp2_bnu_55,0
2023,마라0091,cp2_bnu_56,30
2023,마라0091,cp2_bnu_58,5
2023,마라0091,cp2_bnu_61,3
2023,마라0091,cp2_bnu_64,0
2023,마라0091,cp2_bnu_65,0
2023,마라0091,cp2_bnu_68,14
2023,마라0091,cp2_bnu_71,3
2023,마라0091,cp2_bnu_72,5
2023,마라0091,cp2_bnu_73,0
2023,마라0091,cp2_bnu_74,0
2023,마라0091,cp2_bnu_75,3
2023,마라0091,cp2_bnu_76,5
2023,마라0091,cp2_bnu_84,3
2023,마라0091,cp2_bnu_86,3
2023,마라0091,cp2_bnu_91,0
2023,마라0091,cp2_bnu_94,5
2023,마라0091,cp2_bnu_95,31
2023,마라0091,cp2_bnu_96,3
2023,마라0092,cp2_bnu_13,0
2023,마라0092,cp2_bnu_14,0
2023,마라0092,cp2_bnu_18,0
2023,마라0092,cp2_bnu_20,0
2023,마라0092,cp2_bnu_22,5
2023,마라0092,cp2_bnu_23,0
2023,마라0092,cp2_bnu_24,3
2023,마라0092,cp2_bnu_25,28
2023,마라0092,cp2_bnu_26,3
2023,마라0092,cp2_bnu_27,3
2023,마라0092,cp2_bnu_28,8
2023,마라0092,cp2_bnu_29,11
2023,마라0092,cp2_bnu_30,3
2023,마라0092,cp2_bnu_34,3
2023,마라0092,cp2_bnu_35,3
2023,마라0092,cp2_bnu_38,3
2023,마라0092,cp2_bnu_41,3
2023,마라0092,cp2_bnu_42,14
2023,마라0092,cp2_bnu_45,10
2023,마라0092,cp2_bnu_46,39
2023,마라0092,cp2_bnu_47,13
2023,마라0092,cp2_bnu_49,0
2023,마라0092,cp2_bnu_52,3
2023,마라0092,cp2_bnu_56,5
2023,마라0092,cp2_bnu_58,15
2023,마라0092,cp2_bnu_62,5
2023,마라0092,cp2_bnu_64,0
2023,마라0092,cp2_bnu_68,3
2023,마라0092,cp2_bnu_71,3
2023,마라0092,cp2_bnu_72,3
2023,마라0092,cp2_bnu_73,3
2023,마라0092,cp2_bnu_74,0
2023,마라0092,cp2_bnu_75,3
2023,마라0092,cp2_bnu_76,0
2023,마라0092,cp2_bnu_91,3
2023,마라0092,cp2_bnu_94,0
2023,마라0092,cp2_bnu_95,5
2023,마라0092,cp2_bnu_96,0
2023,마라0093,cp2_bnu_94,3
2023,마라0094,cp2_bnu_10,0
2023,마라0094,cp2_bnu_22,3
2023,마라0094,cp2_bnu_47,3
2023,마라0094,cp2_bnu_56,5
2023,마라0094,cp2_bnu_58,0
2023,마라0094,cp2_bnu_71,3
2023,마라0094,cp2_bnu_75,0
2023,마라0094,cp2_bnu_85,3
2023,마라0095,cp2_bnu_10,3
2023,마라0095,cp2_bnu_14,0
2023,마라0095,cp2_bnu_16,3
2023,마라0095,cp2_bnu_17,0
2023,마라0095,cp2_bnu_18,5
2023,마라0095,cp2_bnu_20,3
2023,마라0095,cp2_bnu_21,3
2023,마라0095,cp2_bnu_22,5
2023,마라0095,cp2_bnu_24,8
2023,마라0095,cp2_bnu_25,69
2023,마라0095,cp2_bnu_26,12
2023,마라0095,cp2_bnu_27,14
2023,마라0095,cp2_bnu_28,35
2023,마라0095,cp2_bnu_29,60
2023,마라0095,cp2_bnu_30,8
2023,마라0095,cp2_bnu_31,8
2023,마라0095,cp2_bnu_33,3
2023,마라0095,cp2_bnu_34,0
2023,마라0095,cp2_bnu_35,5
2023,마라0095,cp2_bnu_38,0
2023,마라0095,cp2_bnu_41,8
2023,마라0095,cp2_bnu_42,40
2023,마라0095,cp2_bnu_45,3
2023,마라0095,cp2_bnu_46,54
2023,마라0095,cp2_bnu_47,67
2023,마라0095,cp2_bnu_49,3
2023,마라0095,cp2_bnu_52,0
2023,마라0095,cp2_bnu_56,42
2023,마라0095,cp2_bnu_58,23
2023,마라0095,cp2_bnu_59,3
2023,마라0095,cp2_bnu_62,5
2023,마라0095,cp2_bnu_63,3
2023,마라0095,cp2_bnu_64,8
2023,마라0095,cp2_bnu_65,3
2023,마라0095,cp2_bnu_66,9
2023,마라0095,cp2_bnu_68,18
2023,마라0095,cp2_bnu_70,5
2023,마라0095,cp2_bnu_71,10
2023,마라0095,cp2_bnu_72,21
2023,마라0095,cp2_bnu_73,8
2023,마라0095,cp2_bnu_74,5
2023,마라0095,cp2_bnu_75,11
